[Artist Name],[Artist style Trained?],[Midjourney (prompt: artwork by <artist full name>)],[Midjourney (prompt: portrait of a person by <artist full name> --ar 2:3)],[Midjourney (prompt: environment design by <artist full name> --ar 3:2)]
Raoul Dufy,Yes,,,
Raoul Hausmann,Yes,,,
Raphael,Yes,,,
Raphael Lacoste,NO,,,
Raphael Soyer,Yes,,,
Ravi Zupa,Yes,,,
Ray Caesar,Yes,,,
Ray Collins,Yes,,,
Ray Eames,Yes,,,
Ray Harryhausen,Yes,,,
Ray Johnson,Yes,,,
Ray Metzker,Yes,,,
Raymond Briggs,Yes,,,
Raymond Leech,Yes,,,
Raymond Pettibon,Yes,,,
Raymond Swanland,Yes,,,
Rebecca Guay,Yes,,,
Rebecca Louise Law,Yes,,,
Rebecca Sugar,Yes,,,
Red Grooms,Yes,,,
Regina Valluzzi,Yes,,,
Reginald Marsh,Yes,,,
Rei Kawakubo,Yes,,,
Rem Koolhaas,Yes,,,
Rembrandt,Yes,,,
Remedios Varo,Yes,,,
Ren Hang,Yes,,,
René Burri,Yes,,,
Rene Lalique,Yes,,,
Rene Magritte,Yes,,,
Renzo Piano,Yes,,,
RETNA,Yes,,,
Revok,Yes,,,
Reylia Slaby,Yes,,,
RHADS,Yes,,,
Riccardo Tisci,Yes,,,
Richard Anuszkiewicz,Yes,,,
Richard Avedon,Yes,,,
Richard Corben,Yes,,,
Richard Dadd,Yes,,,
Richard Diebenkorn,Yes,,,
Richard Doyle,Yes,,,
Richard Hamilton,Yes,,,
Richard Hescox,Yes,,,
Richard Kern,Yes,,,
Richard Lindner,Yes,,,
Richard Long,Yes,,,
Richard Meier,Yes,,,
Richard Misrach,Yes,,,
Richard Neutra,Yes,,,
Richard Pousette-Dart,Yes,,,
Richard Powers,Yes,,,
Richard Rogers,Yes,,,
Richard Scarry,Yes,,,
Richard Serra,Yes,,,
Richard Tuttle,Yes,,,
Rick Guidice,?,,,
Rick Owens,Yes,,,
Rineke Dijkstra,Yes,,,
Rinko Kawauchi,Yes,,,
ROA,Yes,,,
Rob Gonsalves,Yes,,,
Rob Liefeld,Yes,,,
Robert Adams,Yes,,,
Robert Bechtle,Yes,,,
Robert Campin,Yes,,,
Robert Capa,Yes,,,
Robert Crumb,Yes,,,
Robert Delaunay,Yes,,,
Robert Frank,Yes,,,
Robert Indiana,Yes,,,
Robert Mangold,Yes,,,
Robert Mapplethorpe,Yes,,,
Robert McCall,Yes,,,
Robert McGinnis,Yes,,,
Robert Motherwell,Yes,,,
Robert Rauschenberg,Yes,,,
Robert Smithson,Yes,,,
Robert Venturi,Yes,,,
Robert Williams,Yes,,,
Roberto Burle Marx,Yes,,,
Roberto Cavalli,Yes,,,
Roberto Ferri,Yes,,,
Roberto Matta,Yes,,,
Rockwell Kent,Yes,,,
Rodney Durso,NO,,,
Rodney Matthews,Yes,,,
Rodney Smith,Yes,,,
Roger Ballen,Yes,,,
Roger Deakins,Yes,,,
Roger Dean,Yes,,,
Roger Fenton,Yes,,,
Roger Vivier,Yes,,,
Rogier dan der Weyden,Yes,,,
Roland Topor,Yes,,,
Rolf Armstrong,Yes,,,
Romare Bearden,Yes,,,
Romero Britto,Yes,,,
Ron English,Yes,,,
Ron Haviv,Yes,,,
Ron Mueck,Yes,,,
Ron Walotsky,Yes,,,
Roni Horn,Yes,,,
Rosa Bonheur,Yes,,,
Rose Wylie,Yes,,,
Ross Tran,NO,,,
Rosso Fiorentino,Yes,,,
Rowena Morrill,NO,,,
Roy Lichtenstein,Yes,,,
Roz Chast,Yes,,,
Ruan Jia,NO,,,
Rube Goldberg,Yes,,,
Rufino Tamayo,Yes,,,
Rumiko Takahashi,Yes,,,
Russ Mills,Yes,,,
Ruth Asawa,?,,,
Ruth Bernhard,Yes,,,
Ryan Dyar,Yes,,,
Ryan Hewett,Yes,,,
Ryan McGinley,Yes,,,
Ryan Ottley,Yes,,,
Ryo Takemasa,Yes,,,
Ryohei Hase,Yes,,,
Sabbas Apterus,?,,,
Sacha Goldberger,Yes,,,
Sal Buscema,Yes,,,
Sally Mann,Yes,,,
Salomon van Ruysdael,Yes,,,
Salvador Dali,Yes,,,
Salvatore Ferragamo,Yes,,,
Sam Francis,Yes,,,
Sam Gilliam,Yes,,,
Sam Guay,Yes,,,
Sam Kieth,?,,,
Sam Spratt,?,,,
Sam Toft,Yes,,,
Samuel Peploe,Yes,,,
Sandra Chevrier,Yes,,,
Sandro Botticelli,Yes,,,
Sandy Skoglund,Yes,,,
Sandy Welch,Yes,,,
Santiago Calatrava,Yes,,,
Santiago Caruso,Yes,,,
Sarah Andersen,Yes,,,
Sarah Lucas,Yes,,,
Sarah Morris,Yes,,,
Satoshi Kon,Yes,,,
Satyajit Ray,Yes,,,
Saul Bass,Yes,,,
Saul Leiter,Yes,,,
Saul Steinberg,Yes,,,
Saul Tepper,Yes,,,
Scarlett Hooft Graafland,Yes,,,
Scott McCloud,Yes,,,
Sebastiano Ricci,Yes,,,
Sebastião Salgado,Yes,,,
Sergei Eisenstein,Yes,,,
Sergei Parajanov,Yes,,,
Sergey Prokudin-Gorsky,Yes,,,
Sergio Aragones,Yes,,,
Sergio Toppi,Yes,,,
Shaun Tan,Yes,,,
Shawn Coss,Yes,,,
Shawn Heinrichs,Yes,,,
Sheila Hicks,Yes,,,
Shepard Fairey,Yes,,,
Sherree Valentine Daines,Yes,,,
Shigeo Fukuda,Yes,,,
Shigeru Ban,Yes,,,
Shintaro Kago,Yes,,,
Shirazeh Houshiary,NO,,,
Shirin Neshat,Yes,,,
Shotaro Ishinomori,?,,,
Shusei Nagaoka,Yes,,,
Sidney Nolan,Yes,,,
Sigmar Polke,Yes,,,
Simon Bisley,Yes,,,
Simon Denny,Yes,,,
Simon Stalenhag,Yes,,,
Simone Martini,Yes,,,
Skottie Young,Yes,,,
Slim Aarons,Yes,,,
Smug,Yes,,,
Sofonisba Anguissola,Yes,,,
Sol Lewitt,Yes,,,
Sonia Delaunay,Yes,,,
Sophie Blackall,Yes,,,
Sophie Gengembre Anderson,Yes,,,
Sophie Taeuber-Arp,Yes,,,
Sou Fujimoto,Yes,,,
Spike Jonze,Yes,,,
Stan Berenstain,Yes,,,
Stan Brakhage,Yes,,,
Stan VanDerBeek,Yes,,,
Stanisław Wyspiański,?,,,
Stanley Donwood,Yes,,,
Stanley Spencer,Yes,,,
Stanley William Hayter,Yes,,,
Stanton Macdonald-Wright,Yes,,,
Stefan Gesell,Yes,,,
Stefan Sagmeister,Yes,,,
Stefano Gabbana,Yes,,,
Stella McCartney,Yes,,,
Stephan Martiniere,Yes,,,
Stephanie Law,Yes,,,
Stephen Burrows,Yes,,,
Stephen Gammell,Yes,,,
Stephen Hillenburg,Yes,,,
Stephen Shore,Yes,,,
Stevan Dohanos,Yes,,,
Steve Argyle,NO,,,
Steve Dillon,Yes,,,
Steve Ditko,Yes,,,
Steve McNiven,Yes,,,
Steve Rude,Yes,,,
Steven Holl,Yes,,,
Steven Klein,Yes,,,
Steven Meisel,Yes,,,
Storm Thorgerson,Yes,,,
Stuart Davis,Yes,,,
Studio Ghibli,Yes,,,
Sui Ishida,Yes,,,
Susan Meiselas,Yes,,,
Suzanne Valadon,Yes,,,
Swoon,Yes,,,
Syd Mead,Yes,,,
Szymon Biernacki,NO,,,
Tadanori Yokoo,Yes,,,
Tadao Ando,Yes,,,
Takashi Miike,Yes,,,
Takashi Murakami,Yes,,,
Takato Yamamoto,Yes,,,
Takehiko Inoue,Yes,,,
Takeshi Obata,Yes,,,
Tamara De Lempicka,Yes,,,
Tami Bone,Yes,,,
Tang Yau Hoong,Yes,,,
TaniDaReal,NO,,,
Tara McPherson,Yes,,,
Taras Loboda,Yes,,,
Taro Okamoto,Yes,,,
Tarsila do Amaral,Yes,,,
Tatsuo Miyajima,Yes,,,
Tatsuro Kiuchi,Yes,,,
teamLab,Yes,,,
Ted Degrazia,Yes,,,
Ted Nasmith,Yes,,,
Terence Cuneo,Yes,,,
Terrence Malick,Yes,,,
Terry Oakes,Yes,,,
Terry Redlin,Yes,,,
Terry Richardson,Yes,,,
Tex Avery,Yes,,,
Theo Van Doesburg,Yes,,,
Theodor de Bry,Yes,,,
Theodore Clement Steele,Yes,,,
Théodore Géricault,Yes,,,
Theodore Robinson,Yes,,,
Theophile Steinlen,Yes,,,
Thierry Mugler,Yes,,,
Thom Browne,Yes,,,
Thomas Barbèy,Yes,,,
Thomas Baxa,NO,,,
Thomas Cole,Yes,,,
Thomas Eakins,Yes,,,
Thomas Gainsborough,Yes,,,
Thomas Hart Benton,Yes,,,
Thomas Kinkade,Yes,,,
Thomas Moran,Yes,,,
Thomas Nast,Yes,,,
Thomas Schaller,Yes,,,
Thomas Struth,Yes,,,
Tillie Walden,Yes,,,
Tim Bradstreet,Yes,,,
Tim Burton,Yes,,,
Tim Flach,Yes,,,
Tim Hawkinson,Yes,,,
Tim Hildebrandt,Yes,,,
Tim Walker,Yes,,,
Tim White,Yes,,,
Tina Barney,Yes,,,
Tina Modotti,Yes,,,
Tintoretto,Yes,,,
Tite Kubo,?,,,
Titian,Yes,,,
Titus Kaphar,Yes,,,
TJ Drysdale,Yes,,,
Todd Hido,Yes,,,
Todd McFarlane,Yes,,,
Todd Schorr,Yes,,,
Tom Bagshaw,Yes,,,
Tom Hammick,Yes,,,
Tom Lovell,Yes,,,
Tom of Finland,Yes,,,
Tom Thomson,Yes,,,
Tom Tomorrow,Yes,,,
Tom Wesselmann,Yes,,,
Tomer Hanuka,Yes,,,
Tomi Ungerer,Yes,,,
Tommaso Masaccio,Yes,,,
Tommy Hilfiger,Yes,,,
Tomokazu Matsuyama,Yes,,,
Toni Frissell,Yes,,,
Tony Cragg,Yes,,,
Tony DiTerlizzi,Yes,,,
Tony Fitzpatrick,Yes,,,
Tony Oursler,Yes,,,
Tony Roberts,Yes,,,
Tony Smith,?,,,
Tory Burch,Yes,,,
Toshiko Okanoue,Yes,,,
Toshio Saeki,Yes,,,
Toshio Shibata,Yes,,,
Tove Jansson,Yes,,,
Toyo Ito,Yes,,,
Tracey Emin,Yes,,,
Tracie Grimwood,Yes,,,
Travis Charest,Yes,,,
Trevor Brown,?,,,
Trey Ratcliff,Yes,,,
Tristan Eaton,Yes,,,
Troy Brooks,Yes,,,
Tsuguharu Foujita,Yes,,,
Tsutomu Nihei,Yes,,,
Tyler Kirkham,Yes,,,
Tyrus Wong,Yes,,,
Ub Iwerks,NO,,,
Uemura Shōen,Yes,,,
Umberto Boccioni,Yes,,,
Underpable,NO,,,
Ursula von Rydingsvard,Yes,,,
Utagawa Kuniyoshi,Yes,,,
Valentin Serov,Yes,,,
Valerie Hegarty,Yes,,,
Vanessa Bell,Yes,,,
Vania Zouravliov,Yes,,,
Vasily Perov,Yes,,,
Vasily Surikov,Yes,,,
Vasily Vereshchagin,Yes,,,
Vernor Panton,Yes,,,
Veronika Pinke,Yes,,,
Vhils,Yes,,,
Victo Ngai,Yes,,,
Victor Brauner,Yes,,,
Victor Enrich,Yes,,,
Victor Horta,Yes,,,
Victor Moscoso,Yes,,,
Victor Mosquera,?,,,
Victor Nizovtsev,Yes,,,
Victor Vasarely,Yes,,,
Vija Celmins,Yes,,,
Vik Muniz,Yes,,,
Viktor Vasnetsov,Yes,,,
Vilhelm Hammershoi,Yes,,,
Vince Colletta,Yes,,,
Vince Ray,Yes,,,
Vincent Callebaut,Yes,,,
Vincent Van Gogh,Yes,,,
Virgil Abloh,Yes,,,
Virgil Finlay,Yes,,,
Virginia Frances Sterrett,Yes,,,
Vito Acconci,Yes,,,
Vittore Carpaccio,Yes,,,
Vittorio Giardino,NO,,,
Vittorio Matteo Corcos,Yes,,,
Vivian Maier,Yes,,,
Viviane Sassen,Yes,,,
Vivienne Westwood,Yes,,,
Vladimir Kush,Yes,,,
W. Eugene Smith,Yes,,,
W. Heath Robinson,Yes,,,
Walker Evans,Yes,,,
Wally Wood,Yes,,,
Walt Disney,NO,,,
Walt Simonson,Yes,,,
Walter Crane,Yes,,,
Walter Gropius,Yes,,,
Walter Langley,Yes,,,
Walter Launt Palmer,Yes,,,
Wangechi Mutu,Yes,,,
Warwick Goble,Yes,,,
Wassily Kandinsky,Yes,,,
Wayne Barlowe,Yes,,,
Wayne Thiebaud,Yes,,,
Weegee,Yes,,,
Wenceslaus Hollar,Yes,,,
Wendy Froud,Yes,,,
Wes Anderson,Yes,,,
Wes Wilson,Yes,,,
Wifredo Lam,Yes,,,
Will Barnet,Yes,,,
Will Eisner,Yes,,,
Willard Leroy Metcalf,Yes,,,
Willem de Kooning,Yes,,,
Willem Haenraets,Yes,,,
Willem van Aelst,Yes,,,
Willem van Haecht,?,,,
Willi Baumeister,Yes,,,
William Blake,Yes,,,
William Copley,Yes,,,
William Eggleston,Yes,,,
William Eugene Smith,Yes,,,
William Glackens,Yes,,,
William Gropper,Yes,,,
William Henry Fox Talbot,Yes,,,
William Henry Hunt,?,,,
William Hogarth,Yes,,,
William Holman Hunt,Yes,,,
William Klein,Yes,,,
William Langson Lathrop,Yes,,,
William McTaggart,Yes,,,
William Merritt Chase,Yes,,,
William Michael Harnett,Yes,,,
William Morris,Yes,,,
William Nicholson,Yes,,,
William Pogany,NO,,,
William Powell Frith,Yes,,,
William S. Burroughs,?,,,
William Steig,Yes,,,
William Stout,Yes,,,
William Tillyer,Yes,,,
William Timlin,Yes,,,
William Turner,Yes,,,
William Wegman,Yes,,,
William Wray,Yes,,,
William Zorach,Yes,,,
William-Adolphe Bouguereau,Yes,,,
Winifred Knights,Yes,,,
Winslow Homer,Yes,,,
Winsor McCay,Yes,,,
Wolf Kahn,Yes,,,
Wolf Vostell,Yes,,,
Wolfgang Suschitzky,Yes,,,
Wolfgang Tillmans,Yes,,,
Wong Kar-wai,?,,,
Worthington Whittredge,Yes,,,
Wu Guanzhong,Yes,,,
Yaacov Agam,Yes,,,
Yanjun Cheng,NO,,,
Yayoi Kusama,Yes,,,
Yiannis Moralis,Yes,,,
Yigal Ozeri,Yes,,,
Yinka Shonibare,Yes,,,
Yoann Lossel,?,,,
Yoh Nagao,Yes,,,
Yohji Yamamoto,Yes,,,
Yoji Shinkawa,Yes,,,
Yoshiaki Kawajiri,NO,,,
Yoshihiro Togashi,?,,,
Yoshitaka Amano,Yes,,,
Yoshitomo Nara,Yes,,,
Yoshiyuki Tomino,Yes,,,
Yousuf Karsh,Yes,,,
Yuko Shimizu,Yes,,,
Yusaku Kamekura,Yes,,,
Yusuke Murata,NO,,,
Yuumei,Yes,,,
Yves Klein,Yes,,,
Yves Tanguy,Yes,,,
Yvonne Coomber,Yes,,,
Zac Posen,Yes,,,
Zack Snyder,Yes,,,
Zaha Hadid,Yes,,,
Zanele Muholi,Yes,,,
Zaria Forman,Yes,,,
Zdzisław Beksiński,Yes,,,
Zena Holloway,Yes,,,
Zhang Huan,Yes,,,
Zhang Jingna,NO,,,
Zhang Kechun,Yes,,,
Zinaida Serebriakova,?,,,
Adrian Frutiger,Yes,,,
Agostino Arrivabene,Yes,,,
Albert Oehlen,Yes,,,
Aldo Rossi,Yes,,,
,Yes,,,
